,cashtag,conversation_parent,conversation_replies,created_at,liked_by_self,official_account,sentiment,sentiment score,source,spans,text,total_likes,clean_text,base_text,POS_VB,POS_VBD,POS_VBG,POS_VBN,POS_VBP,POS_VBZ,POS_VM,=+num,=-num,num%,=+num%,=-num%,$num,word_num,ordinal_num,num-num,num-num%,num-num-num,num/num,num/num/num,only_number,call_+num%,call_-num%,put_+num%,put_-num%,bull,bear,number_of_!,number_of_?,number_of_$,continous_!,continous_?,AFINN_sum_score,AFINN_max_score,AFINN_min_score,AFINN_pos_ratio,AFINN_neg_ratio,BingLiu_pos_ratio,BingLiu_neg_ratio,General_Inquirer_pos_ratio,General_Inquirer_neg_ratio,NRC_Hashtag_sum_score,NRC_Hashtag_max_score,NRC_Hashtag_min_score,NRC_Hashtag_pos_ratio,NRC_Hashtag_neg_ratio,SentiWordNet_sum_score,SentiWordNet_max_score,SentiWordNet_min_score,SentiWordNet_pos_ratio,SentiWordNet_neg_ratio,Avg_TFIDF_1-grams,Avg_TFIDF_2-grams,Avg_TFIDF_3-grams,Avg_TFIDF_4-grams,caps_word,hashtags
1126,$FB,,,"[3pm,24pm)",,,,0.589,twitter,['I see a 20 percent upside in $FB shares from here'],I see a 20 percent upside in $FB shares from here,,I see a 20 percent upside in $FB shares from here,I see a 20 percent upsid in $FB share from here,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2,0.2,0,0.090909091,0,0,0,0,0,-0.385025258,0,-0.089751574,0,0.909090909,0,0,0,0,0,4.724758333,7.380820171,7.589613999,7.589613999,0,0
1127,$ENDP,,,"[3pm,24pm)",,,,-0.602,twitter,"['$ENDP being sued by FT', 'nobody will buy them with that hanging over their heads']",$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,,$ENDP being sued by FTC obody will buy them with that hanging over their heads,$ENDP be su by ftc obodi will buy them with that hang over their head,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.066666667,0,0,-1.249740502,0.013217078,-0.340530067,0.133333333,0.666666667,0.125,0.125,0,0.142857143,0,5.6317097,7.487940473,7.589613999,7.589613999,1,0
1128,$ULTA,,,"[3pm,24pm)",,,,0.597,twitter,['LargeCap Growth fundholders get lift'],#MainStay LargeCap Growth fundholders get lift from $ULTA salon stake.,,#MainStay LargeCap Growth fundholders get lift from $ULTA salon stake .,#mainstay largecap growth fundhold get lift from $ULTA salon stake .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,0.4,0,0.090909091,0,0,0,0,0,0.019860217,0.080617258,-0.064563006,0.272727273,0.363636364,0.125,0.125,0,0.2,0,6.369085813,7.589613999,7.589613999,7.589613999,0,1
1129,$INTC,,,"[0am,9am)",,,,0.295,twitter,['Mulls Sale of $1 Billion Venture Capital Portfolio'],"Intel Mulls Sale of $1 Billion Venture Capital Portfolio 
https://t.co/62FBOMBt1u 
via @technology @business $INTC #Intel @Intel",,Intel Mulls Sale of $1 Billion Venture Capital Portfolio _url via $INTC #Intel,intel mull sale of $1 billion ventur capit portfolio _url via $INTC #intel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.488132309,0,-0.117846516,0,0.615384615,0.125,0.125,0,0.166666667,0,5.760100308,7.274812516,7.589613999,7.589613999,0,1
1130,$LGF,,,"[9am,3pm)",,,,0.415,twitter,"[""Buy these 3 stocks while there's blood in the streets""]",Buy these 3 stocks while there's blood in the streets: https://t.co/J9RZkvZNeU $NXPI $IBM $LGF https://t.co/iDev2d4rfL,,Buy these 3 stocks while there is blood in the streets: _url $NXPI $IBM $LGF _url,buy these 3 stock while there is blood in the streets: _url $NXPI $IBM $LGF _url,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-0.503632967,0.024565774,-0.201439347,0.125,0.5,0.625,0.5,0,0.5,0,4.519021808,6.402516906,6.896466818,6.896466818,0,0
1131,$CSX,,,"[0am,9am)",,,,0.344,twitter,"[""I'm watching(and buy targets)""]","Stocks I'm watching(and buy targets): $CSX 20, $LVS 40, $TGT 70",,Stocks I am watching(and buy targets): $CSX 20 $LVS 40 $TGT 70,stock I am watching(and buy targets): $CSX 20 $LVS 40 $TGT 70,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-0.396581551,0.024565774,-0.201439347,0.083333333,0.5,0.625,0.5,0,0.666666667,0,4.420499991,6.851838108,6.896466818,6.896466818,0,0
1132,$YHOO,,,"[9am,3pm)",,,,-0.422,twitter,['$YHOO have lost 50% since Nov 14'],"$YHOO have lost 50% since Nov 14 sources cited talks for a possible bid including Verizon, CBS and InterActiveCorp. https://t.co/GRdYGOz34S",,$YHOO have lost 50% since Nov 14 sources cited talks for a possible bid including Verizon CBS and InterActiveCorp _url,$YHOO have lost 50% sinc nov 14 sourc cite talk for a possibl bid includ verizon cb and interactivecorp _url,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.6,0,-0.6,0,0.05,0,0.05,0,0,-0.980624178,0.039928033,-0.170991627,0.1,0.75,0.125,0.5,-0.5,0.222222222,0.222222222,5.956883859,7.589613999,7.589613999,7.589613999,1,0
1133,$PANW,,,"[9am,3pm)",,,,-0.501,twitter,['high-flyers have been falling'],@jimcramer on why #Facebook and other high-flyers have been falling: https://t.co/BmLMj3tnLv $FB $PANW $CRM on @TSTRealMoney,,on why #Facebok and other high-flyers have been falling: _url $FB $PANW $CRM on,on whi #facebok and other high-flyer have been falling: _url $FB $PANW $CRM on,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-0.47934399,0.015569857,-0.221230365,0.071428571,0.428571429,-0.25,0.25,-0.625,0.666666667,0.333333333,4.907590783,7.04188269,7.184148891,7.184148891,0,1
1134,$GOOGL,,,"[3pm,24pm)",,,,-0.289,twitter,['decision to sell robot business exposes growing pains'],Google's decision to sell robot business exposes growing pains https://t.co/gK8zwyVgMo @ShiraOvide via @bfly $GOOGL https://t.co/JITgHii7kw,,Gogle's decision to sell robot business exposes growing pains _url via $GOOGL _url,gogle' decis to sell robot busi expos grow pain _url via $GOOGL _url,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,-0.2,0.076923077,0.076923077,0,0.076923077,0,0,-0.669503841,0,-0.156321362,0,0.692307692,-0.625,0.125,-0.75,0.142857143,0.142857143,5.913889044,7.121593912,7.589613999,7.589613999,0,0
1135,$WM,,,"[3pm,24pm)",,,,0.66,twitter,"['Rally Friday!', '#new52weekhighs', 'p over 31%']",Rally Friday! #new52weekhighs big and small $T $JNJ $PM $WM $SYY $CPB $TWC $ISRG $ULTK and $FCTY - up over 31%. Have a fine weekend!,,Rally Friday! #new52wekhighs big and small $T $JNJ $PM $WM $SYY $CPB $TWC $ISRG $ULTK and $FCTY - up over 31% Have a fine weekend !,ralli friday! #new52wekhigh big and small $T $JNJ $PM $WM $SYY $CPB $TWC $ISRG $ULTK and $FCTY - up over 31% have a fine weekend !,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0.6,0.4,0,0.076923077,0,0.038461538,0,0,0,-0.140613106,0.08476922,-0.071206145,0.153846154,0.384615385,0.375,0.375,-0.375,0.428571429,0.142857143,5.09795898,6.435040132,6.49100171,6.49100171,0,1
1136,$MCD,,,"[3pm,24pm)",,,,0.295,twitter,['all higher'],"@WallStreet_Rant @FlorentCapital 2/ $FB inst. ownership of 70% actually isn't egregious anyways, $FDX $BA $MCD all higher",,2/ $FB inst ownership of 70% actually is not egregious anyways $FDX $BA $MCD all higher,2/ $FB inst ownership of 70% actual is not egregi anyway $FDX $BA $MCD all higher,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0625,0,0,-1.509653311,0,-0.733444052,0,0.625,-1.125,0.375,-0.875,0.285714286,0.428571429,5.178024589,6.765505152,6.896466818,6.896466818,0,0
1137,$ADBE,,,"[0am,9am)",,,,0.141,twitter,['Adobe Receives New Rating from Top Analyst'],Adobe Receives New Rating from Top Analyst $ADBE https://t.co/LJNXPEvHZN,,Adobe Receives New Rating from Top Analyst $ADBE _url,adob receiv new rate from top analyst $ADBE _url,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,0.4,0,0.111111111,0,0.111111111,0,0,0,-0.602103661,0.053075912,-0.359075497,0.222222222,0.555555556,0,0.125,-0.125,0.25,0.25,5.213227293,7.531690412,7.589613999,7.589613999,0,0
1138,$CAT,,,"[9am,3pm)",,,,-0.093,twitter,['We See More Reasons To Be Cautious'],"As Alcoa Kicks Off March Quarter Earnings, We See More Reasons To Be Cautious https://t.co/QIPEseBq6s $FB $AA $AAPL $BAC $BKE $BLK $C $CAT",,As Alcoa Kicks Off March Quarter Earnings We See More Reasons To Be Cautious _url $FB $AA $AAPL $BAC $BKE $BLK $C $CAT,As alcoa kick off march quarter earn We see more reason To Be cautiou _url $FB $AA $AAPL $BAC $BKE $BLK $C $CAT,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,-0.2,0,-0.2,0,0.043478261,0,0,0,0,-0.558438862,0.030516919,-0.100269878,0.086956522,0.52173913,0.875,0.75,0,0.222222222,0,5.012923175,6.917214494,7.184148891,7.184148891,0,0
1139,$MSFT,,,"[9am,3pm)",,,,0.43,twitter,"['$MSFT', 'higher than I expected']","$MSFT $NFLX higher than I expected, $AAPL much lower, hmmm. https://t.co/eAb5oLbgzZ",,$MSFT $NFLX higher than I expected $AAPL much lower hm _url,$MSFT $NFLX higher than I expect $AAPL much lower hm _url,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-0.543215002,0.017784236,-0.135699952,0.090909091,0.636363636,-0.375,0,-0.25,0,0.4,5.253099432,7.522036481,7.589613999,7.589613999,0,0
1140,$VZ,,,"[3pm,24pm)",,,,0.404,twitter,['but Verizon is still the bidder to beat'],"Yahoo's getting lots of attention, but Verizon is still the bidder to beat. $YHOO $VZ https://t.co/JoGuozcZZ3 https://t.co/DgIDwPZbuu",,Yaho's getting lots of attention but Verizon is still the bidder to beat $YHOO $VZ _url _url,yaho' get lot of attent but verizon is still the bidder to beat $YHOO $VZ _url _url,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.764860563,0.074527714,-0.25430766,0.058823529,0.588235294,0.25,0.125,-0.125,0.428571429,0.142857143,4.946191075,7.174746678,7.558424375,7.589613999,0,0
1141,$HZNP,,,"[3pm,24pm)",,,,-0.438,twitter,['Biggest Market Losers'],2⃣0⃣Biggest Market Losers $VRX $CSTM $ZYNE $ENDP $ARLZ $PTX $BLCM $NVIV $SGY $LABU $WBAI $SID $CJES $MNK $ASPS $HZNP https://t.co/ekwqzpzxmJ,,2⃣0⃣Bigest Market Losers $VRX $CSTM $ZYNE $ENDP $ARLZ $PTX $BLCM $NVIV $SGY $LABU $WBAI $SID $CJES $MNK $ASPS $HZNP _url,2⃣0⃣bigest market loser $VRX $CSTM $ZYNE $ENDP $ARLZ $PTX $BLCM $NVIV $SGY $LABU $WBAI $SID $CJES $MNK $ASPS $HZNP _url,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0.05,0,0,-0.267663137,0,-0.252370078,0,0.1,-0.375,0,-0.375,0,0.5,4.508290962,6.085536602,6.085536602,6.085536602,0,0
1142,$IBB,,,"[9am,3pm)",,,,-0.355,twitter,['$FB and $IBB still weak'],$FB and $IBB still weak with $USO and $SPY gaining,,$FB and $IBB still weak with $USO and $SPY gaining,$FB and $IBB still weak with $USO and $SPY gain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,-1.11E-16,0.4,-0.4,0.1,0.1,0.1,0.1,0,0,-0.330565359,0.024565774,-0.230226282,0.4,0.3,-0.5,-0.125,-0.375,0,1,5.158531995,7.184148891,7.184148891,7.184148891,0,0
1143,$CAR,,,"[3pm,24pm)",,,,-0.317,twitter,"[""Today's losers""]",Today's losers: $HTZ $CAR $ENDP $ICPT $BLUE $NOV $UA $PANW,,Today's losers: $HTZ $CAR $ENDP $ICPT $BLUE $NOV $UA $PANW,today' losers: $HTZ $CAR $ENDP $ICPT $BLUE $NOV $UA $PANW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,4.673306326,6.49100171,,,0,0
1144,$FB,,,"[3pm,24pm)",,,,-0.024,twitter,['Just sold 2 Apr-22 115 calls'],Just sold 2 Apr-22 115 calls on $FB for $126 - fees #investing https://t.co/AOt8YUBRmT,,Just sold 2 Apr-2 115 calls on $FB for $126 - fees #investing _url,just sold 2 apr-2 115 call on $FB for $126 - fee #invest _url,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.425091689,0.095287523,-0.223306346,0.071428571,0.571428571,0,0,0,0,0,4.65733698,7.531690412,7.589613999,7.589613999,0,1
1145,$QCOM,,,"[9am,3pm)",,,,0.484,twitter,"['10% Dividend Increase Rewards Patient Investors', 'The Future Looks Bright']","Qualcomm: 10% Dividend Increase Rewards Patient Investors, The Future Looks Bright https://t.co/TJjVpqhHqD $QCOM",,Qualcom: 10% Dividend Increase Rewards Patient Investors The Future Looks Bright _url $QCOM,qualcom: 10% dividend increas reward patient investor the futur look bright _url $QCOM,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0.4,0,0.230769231,0,0.153846154,0,0,0,-0.208151685,0.080617258,-0.197979379,0.307692308,0.461538462,0.75,0.625,0,0.285714286,0,5.979461405,7.589613999,7.589613999,7.589613999,0,0
1146,$CALM,,,"[0am,9am)",,,,0.47,twitter,['picked up $CALM'],Also picked up $CALM target 57 and $GILD target 115. $GILD has great upside potential https://t.co/F3RpMho8WL,,Also picked up $CALM target 57 and $GILD target 115 $GILD has great upside potential _url,also pick up $CALM target 57 and $GILD target 115 $GILD ha great upsid potenti _url,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0.6,0.6,0,0.0625,0,0.0625,0,0,0,-0.130786797,0.159366134,-0.12504325,0.3125,0.4375,0.25,0.25,0,0.125,0,5.261159879,7.508520977,7.589613999,7.589613999,0,0
1147,$REGN,,,"[3pm,24pm)",,,,0.604,twitter,"['advance', 'announce licensing agreement']",$REGN Regeneron Pharma &amp; Intellia Thera announce licensing agreement to advance Crispr/Cas gene-editing technology. HOT area,,$REGN Regeneron Pharma & Intelia Thera announce licensing agreement to advance Crispr/Cas gene-editing technology HOT area,$REGN regeneron pharma & intelia thera announc licens agreement to advanc crispr/ca gene-edit technolog hot area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0.2,0,0.0625,0,0.0625,0,0,0,-0.355338731,0.110788181,-0.196595391,0.1875,0.375,0,0,0,0,0,7.025453514,7.589613999,7.589613999,7.589613999,1,0
1148,$SBUX,,,"[3pm,24pm)",,,,-0.483,twitter,"[""Don't like"", 'Neither does Wall Street', 'fell the most']",Don't like the new Starbucks reward program? Neither does Wall Street. $SBUX fell the most in more than two months: https://t.co/uDLRUklDWF,,do not like the new Starbucks reward program? Neither does Wall Street $SBUX fell the most in more than two months: _url,do not like the new starbuck reward program? neither doe wall street $SBUX fell the most in more than two months: _url,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.8,0.4,0,0.090909091,0,0.090909091,0.045454545,0,0,-0.701958342,0.130717597,-0.146495052,0.181818182,0.636363636,0.375,0.625,-0.625,0.2,0.1,5.366678362,7.243259087,7.56827373,7.589613999,0,0
1149,$SLB,,,"[9am,3pm)",,,,0.529,twitter,['Nice day rally!'],$AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS Nice day rally! https://t.co/Usct2NeWZh,,$AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS Nice day rally! _url,$AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS nice day rally! _url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0.6,0.6,0,0.041666667,0,0.041666667,0,0,0,0.089751574,0.087537195,-0.071206145,0.083333333,0.041666667,0,0,0,0,0,3.867481339,5.79785453,5.79785453,5.79785453,0,0
1150,$CLDX,,,"[3pm,24pm)",,,,0.406,twitter,['#oversold'],Looking for sales curious about $ENDP drop among a few other #oversold $BIOTECHS $CLDX $ANIK $PRXL $ICLR $SRPT $ACRX https://t.co/HLgcLZrvE0,,Looking for sales curious about $ENDP drop among a few other #oversold $BIOTECHS $CLDX $ANIK $PRXL $ICLR $SRPT $ACRX _url,look for sale curiou about $ENDP drop among a few other #oversold $BIOTECHS $CLDX $ANIK $PRXL $ICLR $SRPT $ACRX _url,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0.2,-0.2,0.05,0.05,0,0,0,0,-0.26738634,0.052799114,-0.088644384,0.15,0.35,-0.75,0.125,-0.625,0.166666667,0.333333333,4.790457294,6.608013638,6.673323267,6.673323267,0,1
1151,$AMZN,,,"[3pm,24pm)",,,,0.396,twitter,['amazon just signed a deal to lease 20 Boeing 767 cargo planes'],Forget drone delivery. @amazon just signed a deal to lease 20 Boeing 767 cargo planes. https://t.co/kmgeuemwOC $AMZN https://t.co/gJXM6GnJsp,,Forget drone delivery just signed a deal to lease 20 Boeing 767 cargo planes _url $AMZN _url,forget drone deliveri just sign a deal to leas 20 boe 767 cargo plane _url $AMZN _url,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.2,0,-0.2,0,0.058823529,0,0,0,0,-0.801328628,0,-0.167116463,0,0.705882353,0,0,0,0,0,6.403068458,7.346466438,7.589613999,7.589613999,0,0
1152,$ENDP,,,"[3pm,24pm)",,,,-0.317,twitter,"[""Today's losers""]",Today's losers: $HTZ $CAR $ENDP $ICPT $BLUE $NOV $UA $PANW,,Today's losers: $HTZ $CAR $ENDP $ICPT $BLUE $NOV $UA $PANW,today' losers: $HTZ $CAR $ENDP $ICPT $BLUE $NOV $UA $PANW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,4.673306326,6.49100171,,,0,0
1153,$TSLA,,,"[3pm,24pm)",,,,0.334,twitter,['up $5.80'],"$TSLA sold 115K Model 3's in 24 hours, now they just have to figure how to build that many. Tsla up $5.80",,$TSLA sold 15K Model 3's in 24 hours now they just have to figure how to build that many Tsla up $5.80,$TSLA sold 15k model 3' in 24 hour now they just have to figur how to build that mani tsla up $5.80,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1.07937167,0.041727216,-0.167116463,0.136363636,0.681818182,0.25,0.25,0,0.1,0,5.323758732,7.46368256,7.589613999,7.589613999,0,0
1154,$NTAP,,,"[3pm,24pm)",,,,0.426,twitter,['Top #NetPayoutYields'],Top #NetPayoutYields for March  https://t.co/RHF9fS9mEM  $AAL $AIG $AMP $CTL $M $MSI $NTAP $QCOM $STX $UTX,,Top #NetPayoutYields for March _url $AAL $AIG $AMP $CTL $M $MSI $NTAP $QCOM $STX $UTX,top #netpayoutyield for march _url $AAL $AIG $AMP $CTL $M $MSI $NTAP $QCOM $STX $UTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.4,0.4,0,0.066666667,0,0.066666667,0,0,0,0.026226559,0.030516919,-0.029686527,0.133333333,0.066666667,0,0,0,0,0,3.797895563,6.395107686,6.49100171,6.49100171,0,1
1155,$AMZN,,,"[3pm,24pm)",,,,0.374,twitter,['next major platform'],"Don't look now but #Amazon &amp; #Bezos have done it again. Quietly, #Echo #Alexa has become next major platform. $AMZN https://t.co/aC0UmZBBs2",,do not look now but #Amazon & #Bezos have done it again Quietly #Echo #Alexa has become next major platform $AMZN _url,do not look now but #amazon & #bezo have done it again quietli #echo #alexa ha becom next major platform $AMZN _url,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.829769566,0.016123452,-0.128503218,0.045454545,0.727272727,0.125,0.625,-0.625,0.230769231,0.153846154,5.077119554,7.311065596,7.511141693,7.589613999,0,4
1156,$EA,,,"[3pm,24pm)",,,,0.409,twitter,['Electronic Arts attracts more investors'],Electronic Arts attracts more investors even as stock fizzles $EA https://t.co/KCQjBHQ93S,,Electronic Arts attracts more investors even as stock fizzles $EA _url,electron art attract more investor even a stock fizzl $EA _url,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0.2,0,0.090909091,0,0,0,0,0,-0.413258598,0.106359421,-0.197979379,0.181818182,0.545454545,0,0.125,-0.125,0.125,0.125,5.695944909,7.589613999,7.589613999,7.589613999,0,0
1157,$CJES,,,"[3pm,24pm)",,,,-0.438,twitter,['Biggest Market Losers'],2⃣0⃣Biggest Market Losers $VRX $CSTM $ZYNE $ENDP $ARLZ $PTX $BLCM $NVIV $SGY $LABU $WBAI $SID $CJES $MNK $ASPS $HZNP https://t.co/ekwqzpzxmJ,,2⃣0⃣Bigest Market Losers $VRX $CSTM $ZYNE $ENDP $ARLZ $PTX $BLCM $NVIV $SGY $LABU $WBAI $SID $CJES $MNK $ASPS $HZNP _url,2⃣0⃣bigest market loser $VRX $CSTM $ZYNE $ENDP $ARLZ $PTX $BLCM $NVIV $SGY $LABU $WBAI $SID $CJES $MNK $ASPS $HZNP _url,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0.05,0,0,-0.267663137,0,-0.252370078,0,0.1,-0.375,0,-0.375,0,0.5,4.508290962,6.085536602,6.085536602,6.085536602,0,0
1158,$REGN,,,"[3pm,24pm)",,,,0.589,twitter,['Added $REGN at 402'],Added $REGN at 402,,Added $REGN at 402,ad $REGN at 402,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.016884645,0.036191267,-0.019306622,0.25,0.25,0,,,0,0,4.623491405,7.589613999,,,0,0
1159,$NXPI,,,"[9am,3pm)",,,,-0.142,twitter,['Taking some profits'],Taking some profits on $NXPI https://t.co/ZXvtUt64MY,,Taking some profits on $NXPI _url,take some profit on $NXPI _url,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.355269532,0,-0.223306346,0,0.666666667,0,0,0,0,0,4.289942026,7.243040409,7.589613999,7.589613999,0,0
1160,$TSLA,,,"[3pm,24pm)",,,,-0.562,twitter,['Timberrrr'],Timberrrr $TSLA https://t.co/MRBgfDHHVa,,Timber $TSLA _url,timber $TSLA _url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.127396028,0,-0.127396028,0,0.333333333,0,0,0,0,0,4.785794692,7.589613999,,,0,0
1161,$AAPL,,,"[0am,9am)",,,,0.146,twitter,['Apple hires former Amazon executive George Stathakopoulos as head of corporate data security'],"NEW: Apple hires former Amazon executive George Stathakopoulos as head of corporate data security - Reuters, citing sources • $AAPL",,NEW: Apple hires former Amazon executive George Stathakopoulos as head of corporate data security - Reuters citing sources • $AAPL,new: appl hire former amazon execut georg stathakopoulo a head of corpor data secur - reuter cite sourc • $AAPL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.794893087,0.048231956,-0.223306346,0.2,0.55,0.625,0.375,-0.125,0.25,0.083333333,6.477580323,7.589613999,7.589613999,7.589613999,1,0
1162,$AAPL,,,"[9am,3pm)",,,,-0.245,twitter,['has been slipping'],.@SAI $AAPL #ux has been slipping. They need to find balance between telling consumers what they want and giving customers what they want,,$AAPL #ux has been slipping They need to find balance between telling consumers what they want and giving customers what they want,$AAPL #ux ha been slip they need to find balanc between tell consum what they want and give custom what they want,1,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,0.2,0,0.090909091,0,0,0,0,0,-2.01951422,0.015569857,-0.223306346,0.090909091,0.909090909,0.75,0.25,-0.125,0.333333333,0.083333333,7.187395645,8.340135168,8.036061881,7.589613999,0,1
1163,$AAPL,,,"[9am,3pm)",,,,0.271,twitter,['Markets Back in Black for 2016'],Markets Back in Black for 2016 $TNA $SPY $SDS $UCO $USO $AAPL #Oil #OptionStrategies -- https://t.co/gKzwiMrMpJ https://t.co/W95ruG0iVQ,,Markets Back in Black for 2016 $TNA $SPY $SDS $UCO $USO $AAPL #Oil #OptionStrategies -- _url _url,market back in black for 2016 $TNA $SPY $SDS $UCO $USO $AAPL #oil #optionstrategi -- _url _url,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,-0.253546467,0.011417895,-0.071206145,0.058823529,0.411764706,-0.375,0,-0.375,0,0.333333333,4.415944857,6.221941039,6.896466818,6.896466818,0,2
