,index,cashtag,conversation_parent,conversation_replies,created_at,liked_by_self,official_account,sentiment,sentiment score,source,spans,text,total_likes,clean_text,base_text,POS_VB,POS_VBD,POS_VBG,POS_VBN,POS_VBP,POS_VBZ,POS_VM,+num,-num,num%,+num%,-num%,$num,word_num,ordinal_num,num-num,num-num%,num-num-num,num/num,num/num/num,only_number,call_+num%,call_-num%,put_+num%,put_-num%,bull,bear,number_of_!,number_of_?,number_of_$,continous_!,continous_?,AFINN_sum_score,AFINN_max_score,AFINN_min_score,AFINN_pos_ratio,AFINN_neg_ratio,BingLiu_pos_ratio,BingLiu_neg_ratio,General_Inquirer_pos_ratio,General_Inquirer_neg_ratio,NRC_Hashtag_sum_score,NRC_Hashtag_max_score,NRC_Hashtag_min_score,NRC_Hashtag_pos_ratio,NRC_Hashtag_neg_ratio,SentiWordNet_sum_score,SentiWordNet_max_score,SentiWordNet_min_score,SentiWordNet_pos_ratio,SentiWordNet_neg_ratio,Avg_TFIDF_1-grams,Avg_rf_1-grams,Avg_TFIDF_2-grams,Avg_rf_2-grams,Avg_TFIDF_3-grams,Avg_rf_3-grams,Avg_TFIDF_4-grams,Avg_rf_4-grams,W2V_50_Means,GloVe40_Means
1042,123,$UNP,,,"[3pm,24pm)",,,,0.441,twitter,"[""I've been picking up railroad stocks for the retirement acct""]",I've been picking up railroad stocks for the retirement acct. $UNP $CSX $NSC down 20-30% in last 12 months.,,I have been picking up railroad stocks for the retirement act $UNP $CSX $NSC down 20-30% in last 12 months .,I have been pick up railroad stock for the retir act $UNP $CSX $NSC down 20-30% in last 12 month .,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7939242958964791,0.024565773994879248,-0.14372707771088522,0.047619047619047616,0.7619047619047619,0.0,0.25,-0.25,0.18181818181818182,0.18181818181818182,4.912554763507229,1.405120802964767,6.84113225452479,1.4044148281439495,7.184148890937482,1.3862943611198906,7.184148890937482,1.3862943611198906,6,4
1043,124,$ISRG,,,"[9am,3pm)",,,,0.11900000000000001,twitter,"['Going back in, but slowly']","Going back in, but slowly; TC2000 alert example: $EDU- GLB; $TSE, $ISRG https://t.co/9yYNq3mvLe https://t.co/MKkfo2Fwfn",,Going back in but slowly TC20 alert example: $EDU- GLB $TSE $ISRG _url _url,go back in but slowli tc20 alert example: $EDU- glb $TSE $ISRG _url _url,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-0.19999999999999996,0.0,-0.19999999999999996,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,-0.30406200262957617,0.0,-0.09847069406961473,0.0,0.42857142857142855,0.5,0.5,0.0,0.25,0.0,5.519671338479484,1.5073338855307876,7.098297540283364,1.2479161494126756,7.589613999045648,1.0986122886681098,7.589613999045647,1.0986122886681098,23,33
1044,125,$YHOO,,,"[9am,3pm)",,,,0.413,twitter,['Interest Heats Up for @Yahoo $YHOO'],Interest Heats Up for @Yahoo $YHOO - The Wall Street Journal  https://t.co/j5jVjI9bia,,Interest Heats Up for $YHOO - The Wall Street Journal _url,interest heat Up for $YHOO - the wall street journal _url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19999999999999996,0.19999999999999996,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,-0.1654556778077645,0.049754342260051265,-0.09431873226766319,0.18181818181818182,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,5.063532182583077,1.3886987283363619,7.022035040939333,1.1624654916388586,7.531690412173053,1.0986122886681098,7.589613999045647,1.0986122886681098,35,25
1045,126,$CERS,,,"[3pm,24pm)",,,,0.348,twitter,['Highest call to put ratio'],Highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG https://t.co/PrWI3Pm5bm,,Highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG _url,highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG _url,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2940280949415268,0.0,-0.11120337692893234,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,4.482798998931999,1.9518324948160288,6.158690927662915,2.23735871642865,6.203319637925757,2.1972245773362196,6.203319637925756,2.1972245773362196,8,0
1046,127,$INTC,,,"[3pm,24pm)",,,,0.447,twitter,"['Apparently Intel thinks women should get paid the same as men', '$INTC Gender Pay Parity at 100%']",Apparently Intel thinks women should get paid the same as men - what a concept! $INTC Gender Pay Parity at 100% https://t.co/RzcieyCh1x,,Apparently Intel thinks women should get paid the same as men - what a concept! $INTC Gender Pay Parity at 100% _url,appar intel think woman should get paid the same a men - what a concept! $INTC gender pay pariti at 100% _url,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.19999999999999996,0.0,-0.19999999999999996,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,-1.1082278043042013,0.0017299840841462633,-0.16075012109888587,0.045454545454545456,0.7272727272727273,0.5,0.375,0.0,0.2,0.0,5.765654655363008,1.3859203964423523,7.4472394032426825,1.1925543705760828,7.589613999045648,1.0986122886681098,7.589613999045651,1.0986122886681096,6,6
1047,128,$ATVI,,,"[0am,9am)",,,,0.414,twitter,['Top Stocks in 2015 are Ready to Lead Again in 2016'],The Three Top Stocks in 2015 are Ready to Lead Again in 2016 $AMZN $NFLX $ATVI details: https://t.co/dvUaPKznQX,,The Three Top Stocks in 2015 are Ready to Lead Again in 2016 $AMZN $NFLX $ATVI details: _url,the three top stock in 2015 are readi to lead again in 2016 $AMZN $NFLX $ATVI details: _url,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0.3999999999999999,0.3999999999999999,0.0,0.05555555555555555,0.0,0.16666666666666666,0.0,0.0,0.0,-0.28157220953567275,0.025396166355269534,-0.07508130925195489,0.2222222222222222,0.5,0.125,0.125,0.0,0.16666666666666666,0.0,4.667805254154406,1.7543586034429437,6.859182183818351,1.4048896570627416,7.1579959752600475,1.3862943611198906,7.184148890937483,1.3862943611198906,9,39
1048,129,$ENDP,,,"[3pm,24pm)",,,,0.6459999999999999,twitter,['In'],In $endp 26.37,,In $endp 26.37,In $endp 26.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012248287315756778,0.0,-0.012248287315756778,0.0,0.3333333333333333,0.0,,,0.0,0.0,2.984443813057556,2.3513752571634776,,,,,,,26,34
1049,130,$ATU,,,"[3pm,24pm)",,,,0.35200000000000004,twitter,['Breakout watch'],Breakout watch for TUES $ARR $ATU $CA $G $IPG $NLSN $SE,,Breakout watch for TUES $ARR $ATU $CA $G $IPG $NLSN $SE,breakout watch for tue $ARR $ATU $CA $G $IPG $NLSN $SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045948377274929064,0.08061725832122346,-0.02968652688395268,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,5.070106768542868,1.532049332886007,6.857205806600241,1.3862943611198906,7.184148890937483,1.3862943611198906,7.184148890937483,1.3862943611198906,47,21
1050,131,$DY,,,"[3pm,24pm)",,,,-0.46399999999999997,twitter,['Short Setups Looking Nice....Really Nice'],Short Setups Looking Nice....Really Nice | $AL $ADS $BBY $HRS $DY $EBAY $ETFC $F $FLT $BK $AMGN $HRTX $IVZ $LCI https://t.co/G9DxoE5dzj,,Short Setups Looking Nice Realy Nice | $AL $ADS $BBY $HRS $DY $EBAY $ETFC $F $FLT $BK $AMGN $HRTX $IVZ $LCI _url,short setup look nice reali nice | $AL $ADS $BBY $HRS $DY $EBAY $ETFC $F $FLT $BK $AMGN $HRTX $IVZ $LCI _url,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1.2000000000000002,0.6000000000000001,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.00650474015638991,0.08753719465780896,-0.09044356791917518,0.09090909090909091,0.18181818181818182,0.125,0.125,0.0,0.2,0.0,5.12791719789763,1.9302521936320698,6.085536602269372,2.3025850929940463,6.085536602269373,2.302585092994046,6.085536602269373,2.302585092994046,20,2
1051,132,$GOOG,,,"[3pm,24pm)",,,,0.29100000000000004,twitter,['Court tells states to leave $GOOG alone'],Court tells states to leave $GOOG alone https://t.co/qQz1akVyAL via @BV,,Court tells states to leave $GOOG alone _url via,court tell state to leav $GOOG alon _url via,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6,0.0,-0.4,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,-0.41111341775655685,0.0,-0.09390353608746804,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,5.8302901754102985,1.2488649354629255,7.2838902614033225,1.1466797510425688,7.589613999045647,1.0986122886681098,7.589613999045648,1.0986122886681098,47,38
1052,133,$ENDP,,,"[3pm,24pm)",,,,0.406,twitter,['#oversold'],Looking for sales curious about $ENDP drop among a few other #oversold $BIOTECHS $CLDX $ANIK $PRXL $ICLR $SRPT $ACRX https://t.co/HLgcLZrvE0,,Looking for sales curious about $ENDP drop among a few other #oversold $BIOTECHS $CLDX $ANIK $PRXL $ICLR $SRPT $ACRX _url,look for sale curiou about $ENDP drop among a few other #oversold $BIOTECHS $CLDX $ANIK $PRXL $ICLR $SRPT $ACRX _url,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,0.19999999999999996,-0.19999999999999996,0.05,0.05,0.0,0.0,0.0,0.0,-0.26738634004567186,0.05279911424814898,-0.0886443844716629,0.15,0.35,-0.75,0.125,-0.625,0.16666666666666666,0.3333333333333333,4.790457294293875,1.662274215005138,6.6080136377379235,1.8237241439449194,6.673323267171493,1.791759469228055,6.673323267171492,1.7917594692280547,47,12
1053,134,$IBB,,,"[3pm,24pm)",,,,0.58,twitter,['have had 2 wks of fund inflows for the first time'],"$IBB $NBI ""..Biotech's have had 2 wks of fund inflows for the first time in '16 ""(graph) $VRX $GILD $BIIB $CELG  https://t.co/0SgGwpHsQJ",,$IBB $NBI Biotech's have had 2 wks of fund flows for the 1st time in '16 (graph) $VRX $GILD $BIIB $CELG _url,$IBB $NBI biotech' have had 2 wk of fund flow for the 1st time in '16 (graph) $VRX $GILD $BIIB $CELG _url,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17396719950176542,0.3122967268701127,-0.11355615528337148,0.045454545454545456,0.5,0.5,0.25,0.0,0.4,0.0,4.800017135642682,1.4244976610350157,6.940917954902662,1.4636871321092835,7.131843059582613,1.4268659159042925,7.155380683692305,1.4086087162513117,23,16
1054,135,$XLP,,,"[9am,3pm)",,,,0.336,twitter,['Unusual call buying'],"Unusual call buying: $RHT 14x average volume, $WY 13x, $MAR 9x, $UCO 9x, $WYN 9x, $DVN 6x, $HOT 6x, $XLP 6x",,Unusual call buying: $RHT 14x average volume $WY 13x $MAR 9x $UCO 9x $WYN 9x $DVN 6x $HOT 6x $XLP 6x,unusu call buying: $RHT 14x averag volum $WY 13x $MAR 9x $UCO 9x $WYN 9x $DVN 6x $HOT 6x $XLP 6x,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,-0.32053145111065007,0.013909072036537129,-0.15825894401771512,0.047619047619047616,0.14285714285714285,-0.5,0.0,-0.5,0.0,0.25,5.370895952064508,2.053125507181184,6.4807962117474744,1.8302971391848692,6.673323267171493,1.7917594692280552,6.673323267171493,1.791759469228055,4,0
1055,136,$CTRP,,,"[0am,9am)",,,,0.598,twitter,"['just broke resistance', '#redtogreen', '#breakout', 'right out of the gate tomorrow morning']","$CTRP just broke resistance, watching for a #redtogreen #breakout right out of the gate tomorrow morning. #stocks https://t.co/8VXFUUIt04",,$CTRP just broke resistance watching for a #redtogren #breakout right out of the gate tomorrow morning #stocks _url,$CTRP just broke resist watch for a #redtogren #breakout right out of the gate tomorrow morn #stock _url,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.19999999999999996,0.0,-0.19999999999999996,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.0,0.0,-0.059303854404540224,0.0703757525430766,-0.03688326067400194,0.2222222222222222,0.5,-0.75,0.125,-0.75,0.125,0.25,4.556937495269969,1.5024375223110884,7.089987430925979,1.2550010631006148,7.58961399904565,1.0986122886681096,7.589613999045649,1.0986122886681096,23,16
1056,137,$TSLA,,,"[3pm,24pm)",,,,0.504,twitter,"['Break-out thru 50 & 200- DMA', 'Short squeeze in progress']","#LongPos $TSLA 256 Break-out thru 50 &amp; 200- DMA (197-230) upper head res (274-279) Short squeeze in progress
Nr term obj: 310
Stop loss:239",,#LongPos $TSLA 256 Break-out through 50 & 200- DMA (197-230) upper head res (274-279) Short squeeze in progress Nr term obj: 310 Stop los:239,#longpo $TSLA 256 break-out through 50 & 200- dma (197-230) upper head re (274-279) short squeez in progress Nr term obj: 310 stop los:239,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.19999999999999996,0.3999999999999999,-0.19999999999999996,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,-0.2343090443567929,0.12047609161995698,-0.16711646252854484,0.20833333333333334,0.375,0.125,0.125,0.0,0.14285714285714285,0.0,5.9393466608369145,1.3425035337735198,7.324731619739239,1.1191610081289511,7.589613999045651,1.0986122886681096,7.58961399904565,1.0986122886681096,35,5
1057,138,$AAPL,,,"[3pm,24pm)",,,,0.523,twitter,"['now up 2.2%', 'Still holding']","$AAPL now up 2.2% w/div since my original call, while $SPY up only 0.6% even w/ this Fri's div. #EMH be damned. Still holding.",,$AAPL now up 2.2% w/div since my original call while $SPY up only 0.6% even with this Fri's div #EMH be damned Still holding .,$AAPL now up 2.2% w/div sinc my origin call while $SPY up onli 0.6% even with thi fri' div #emh be damn still hold .,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-0.8,0.0,-0.8,0.0,0.04,0.0,0.04,0.0,0.0,-1.2150024219777191,0.022628191820635024,-0.1804027402947893,0.12,0.68,-0.25,0.125,-0.375,0.2,0.2,5.705439666278069,1.8144467930069146,7.028095759470224,1.4441160605234753,7.184148890937483,1.3862943611198906,7.184148890937483,1.3862943611198906,6,38
1058,139,$CAFN,,,"[3pm,24pm)",,,,0.418,twitter,['$CAFN Cachet Financial Solutions Surging Forward today post earnings Up +13.26%'],#Fintech provider $CAFN Cachet Financial Solutions Surging Forward today post earnings Up +13.26% https://t.co/9BJ3csk2i9 $JKHY $FISV #Momo,,#Fintech provider $CAFN Cachet Financial Solutions Surging Forward today post earnings Up +13.26% _url $JKHY $FISV #Momo,#fintech provid $CAFN cachet financi solut surg forward today post earn Up +13.26% _url $JKHY $FISV #momo,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.19999999999999996,0.19999999999999996,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,-0.33520171614421224,0.0522455193412219,-0.19797937858971704,0.11764705882352941,0.35294117647058826,0.625,0.5,0.0,0.25,0.0,5.833619162262866,1.2962057561359148,7.520299280989654,1.0986122886681096,7.589613999045649,1.0986122886681098,7.589613999045648,1.0986122886681098,35,13
1059,140,$TSLA,,,"[9am,3pm)",,,,0.318,twitter,['lots of green on the 5 min'],"$TSLA lots of green on the 5 min, watch the hourly $259.33 possible resistance currently @ $257.00",,$TSLA lots of green on the 5 min watch the hourly $259.33 possible resistance currently @ $257.00,$TSLA lot of green on the 5 min watch the hourli $259.33 possibl resist current @ $257.00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,-0.45187184277904757,0.07452771434502803,-0.2630267801536227,0.23529411764705882,0.5882352941176471,-0.375,0.5,-0.75,0.125,0.25,5.505684988581912,1.4922560191242353,7.158454376414679,1.1896530650512427,7.589613999045649,1.0986122886681096,7.589613999045649,1.0986122886681098,6,16
1060,141,$BAC,,,"[9am,3pm)",,,,-0.389,twitter,['Another Sell Rating'],"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",,Isolationism? Another Sell Rating Sell Ratings On SPY QQ IWM And Several Companies _url $AAPL $AXP $BAC $BLUE $FXE,isolationism? anoth sell rate sell rate On spi QQ iwm and sever compani _url $AAPL $AXP $BAC $BLUE $FXE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8840218669988242,0.015569856757317702,-0.18178672756210645,0.05263157894736842,0.5263157894736842,-0.5,0.0,-0.5,0.0,0.14285714285714285,5.8315960464039005,1.7229497013997583,7.144854612186252,1.3862943611198906,7.184148890937482,1.3862943611198906,7.184148890937482,1.3862943611198906,5,34
1061,142,$IBM,,,"[9am,3pm)",,,,0.415,twitter,"[""Buy these 3 stocks while there's blood in the streets""]",Buy these 3 stocks while there's blood in the streets: https://t.co/J9RZkvZNeU $NXPI $IBM $LGF https://t.co/iDev2d4rfL,,Buy these 3 stocks while there is blood in the streets: _url $NXPI $IBM $LGF _url,buy these 3 stock while there is blood in the streets: _url $NXPI $IBM $LGF _url,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5036329665767083,0.024565773994879248,-0.2014393467580099,0.125,0.5,0.625,0.5,0.0,0.5,0.0,4.519021807742438,1.7405103269559092,6.402516905709427,1.6311380842731966,6.896466818485703,1.6094379124341003,6.8964668184857025,1.6094379124341003,4,11
1062,143,$DJIA,,,"[9am,3pm)",,,,0.33399999999999996,twitter,['Goldman Sachs reiterates conviction buy on'],$AAPL Goldman Sachs reiterates conviction buy on Apple with a $155 PT $SPY $DJIA $GS https://t.co/h5hmXSITwM,,$AAPL Goldman Sachs reiterates conviction buy on Apple with a $155 PT $SPY $DJIA $GS _url,$AAPL goldman sach reiter convict buy on appl with a $155 PT $SPY $DJIA $GS _url,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.531727908103246,0.048231956266002296,-0.2014393467580099,0.125,0.5,-0.625,0.0,-0.625,0.0,0.16666666666666666,4.969136298402521,1.6348778526733998,6.781569733204531,1.6468237165031239,6.8964668184857025,1.6094379124341003,6.896466818485704,1.6094379124341,6,13
1063,144,$TIF,,,"[9am,3pm)",,,,0.21600000000000003,twitter,['the most trending'],"Good Morning! Here's some of the most trending among #Investors this morning. 
$VRX $AAPL $OUTR $DSW $DWTI $MJN $ALR $PLCE $SPPI $TIF",,Good Morning! Here's some of the most trending among #Investors this morning $VRX $AAPL $OUTR $DSW $DWTI $MJN $ALR $PLCE $SPPI $TIF,good morning! here' some of the most trend among #investor thi morn $VRX $AAPL $OUTR $DSW $DWTI $MJN $ALR $PLCE $SPPI $TIF,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0.6000000000000001,0.6000000000000001,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,-0.27527506746938013,0.0703757525430766,-0.13888312227527522,0.13636363636363635,0.3181818181818182,0.75,0.75,0.0,0.3333333333333333,0.0,4.791318836756291,1.9491424266960977,5.900055601050447,2.219328377164878,6.178525910001956,2.2195213212764586,6.203319637925757,2.1972245773362196,10,26
1064,145,$GERN,,,"[0am,9am)",,,,0.0,twitter,[''],"Nice names on watch for tomorrow $TUES long $8+, $CVEO short $1.85-2.00. $GERN $TNET $WDC potential r/g and $GOGO short under $11. #stocks",,Nice names on watch for tomorrow $TUES long $8+ $CVEO short $1.85-2.00 $GERN $TNET $WDC potential r/g and $GOGO short under $11 #stocks,nice name on watch for tomorrow $TUES long $8+ $CVEO short $1.85-2.00 $GERN $TNET $WDC potenti r/g and $GOGO short under $11 #stock,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.6000000000000001,0.6000000000000001,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,-0.15687495675039898,0.08753719465780896,-0.1628261019998617,0.21739130434782608,0.34782608695652173,-0.25,0.0,-0.25,0.0,0.125,4.821569580053361,1.5684072411551624,6.7597325096878595,1.437789026807785,6.8741524633542825,1.3862943611198906,6.8964668184857025,1.3862943611198906,23,9
1065,146,$FB,,,"[9am,3pm)",,,,0.154,twitter,['Will be adding on dips'],$TWTR ok will make a play for ER. It's a gamble. Will be adding on dips. $AAPL $FB,,$TWTR okay will make a play for ER it is a gamble Will be adding on dips $AAPL $FB,$TWTR okay will make a play for ER it is a gambl will be ad on dip $AAPL $FB,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7817452079440877,0.11161857310912726,-0.14192789426337282,0.05263157894736842,0.8421052631578947,0.25,0.125,0.0,0.2222222222222222,0.0,5.13039821737387,1.4270249115580798,6.848798600258882,1.4188557137663307,7.184148890937482,1.3862943611198906,7.184148890937482,1.3862943611198906,23,6
1066,147,$AAPL,,,"[3pm,24pm)",,,,-0.015,twitter,"[""losing $400M of $AAPL's business""]",$AMZN dropping ~$7B of market cap because they're losing $400M of $AAPL's business may be just a tad bit of an overreaction.,,$AMZN dropping ~$7B of market cap because they are losing $400M of $AAPL's business may be just a tad bit of an overreaction .,$AMZN drop ~$7b of market cap becaus they are lose $400M of $AAPL's busi may be just a tad bit of an overreact .,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,-1.0,0.0,-0.6,0.0,0.08333333333333333,0.0,0.041666666666666664,0.0,0.0,-0.9522524392775598,0.0,-0.15770534911078826,0.0,0.7916666666666666,-0.625,0.125,-0.5,0.2,0.3,5.837420045919556,1.4859540502394397,7.253366646418898,1.2239980264809833,7.589613999045648,1.0986122886681098,7.589613999045651,1.0986122886681096,6,16
1067,148,$ANIK,,,"[3pm,24pm)",,,,0.406,twitter,['#oversold'],Looking for sales curious about $ENDP drop among a few other #oversold $BIOTECHS $CLDX $ANIK $PRXL $ICLR $SRPT $ACRX https://t.co/HLgcLZrvE0,,Looking for sales curious about $ENDP drop among a few other #oversold $BIOTECHS $CLDX $ANIK $PRXL $ICLR $SRPT $ACRX _url,look for sale curiou about $ENDP drop among a few other #oversold $BIOTECHS $CLDX $ANIK $PRXL $ICLR $SRPT $ACRX _url,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,0.19999999999999996,-0.19999999999999996,0.05,0.05,0.0,0.0,0.0,0.0,-0.26738634004567186,0.05279911424814898,-0.0886443844716629,0.15,0.35,-0.75,0.125,-0.625,0.16666666666666666,0.3333333333333333,4.790457294293875,1.662274215005138,6.6080136377379235,1.8237241439449194,6.673323267171493,1.791759469228055,6.673323267171492,1.7917594692280547,47,12
1068,149,$GOOG,,,"[9am,3pm)",,,,0.337,twitter,['over 225 million new Internet users are being added globally every year'],over 225 million new Internet users are being added globally every year $AMZN $FB $GOOG $BABA $CTRP $BIDU $JD https://t.co/n838HFWWxv,,over 225 million new Internet users are being added globally every year $AMZN $FB $GOOG $BABA $CTRP $BIDU $JD _url,over 225 million new internet user are be ad global everi year $AMZN $FB $GOOG $BABA $CTRP $BIDU $JD _url,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9290706525499968,0.05307591170161241,-0.3791433118815307,0.1,0.5,0.625,0.375,0.0,0.375,0.0,5.129687689086023,1.7490313468672136,6.4769880122114225,1.945910149055313,6.491001710377537,1.945910149055313,6.491001710377538,1.9459101490553132,23,12
1069,150,$SBUX,,,"[9am,3pm)",,,,-0.446,twitter,"['downgraded to neutral at Deutsche Bank', 'Price target reduced']",$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,,$SBUX downgraded to neutral at Deutsche Bank Price target reduced to $64 from 70 .,$SBUX downgrad to neutral at deutsch bank price target reduc to $64 from 70 .,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8778631236592629,0.0,-0.17486679122552073,0.0,0.8,-0.375,0.125,-0.625,0.3333333333333333,0.16666666666666666,5.85038707892584,1.5146750535593347,7.266484164558972,1.1849169104036439,7.499510641688278,1.0986122886681098,7.538930860532128,1.0986122886681098,35,9
1070,151,$YHOO,,,"[3pm,24pm)",,,,0.43200000000000005,twitter,['Five Stocks that Helped Starboard Valueâ€™s Equity Portfolio Return 6.5% in Q1'],"Five Stocks that Helped Starboard Value’s Equity Portfolio Return 6.5% in Q1
$BAX, $M, $BCO, $NSP, $YHOO
https://t.co/KY8OEtgbqh",,Five Stocks that Helped Starboard Value’s Equity Portfolio Return 6.5% in Q1 $BAX $M $BCO $NSP $YHOO _url,five stock that help starboard value’ equiti portfolio return 6.5% in Q1 $BAX $M $BCO $NSP $YHOO _url,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,-0.1768043733997653,0.024565773994879248,-0.08905958065185804,0.05555555555555555,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,5.4003588133178155,1.6314708230172532,6.799958728881345,1.6398248385664258,6.8964668184857025,1.6094379124341003,6.8964668184857025,1.6094379124341003,9,21
